date,yearmonth,ma_id,fishbase_id,length_cm,count,lmax
2022-04-25,2022-04-01,61.0,4886.0,56.95498140376039,1,49.34999943
2022-04-29,2022-04-01,22.0,181.0,18.67149135190352,34,41.0
2022-04-07,2022-04-01,27.0,188.0,27.59856542652713,100,52.0
2022-05-24,2022-05-01,71.0,5847.0,26.811290565082945,7,23.52499994
2022-05-27,2022-05-01,71.0,5984.0,16.81042929919351,37,29.53333346
2022-03-05,2022-03-01,72.0,111.0,23.374966110612952,25,25.0
2022-03-05,2022-03-01,72.0,6479.0,24.383016362367233,13,34.20000076
2022-03-15,2022-03-01,177.0,999999001.0,11.531546512715742,2,
2022-03-25,2022-03-01,177.0,999999001.0,5.951409163607017,4,
2022-03-08,2022-03-01,61.0,999999001.0,13.615927693756404,11,
2022-04-19,2022-04-01,61.0,999999001.0,12.730963262022412,2,
2022-03-26,2022-03-01,69.0,4922.0,92.72520684003652,1,37.79999924
2022-04-30,2022-04-01,63.0,6454.0,48.70605662009021,1,40.59999847
2022-04-12,2022-04-01,63.0,6454.0,29.583353111778997,1,40.59999847
2022-03-20,2022-03-01,69.0,89.0,63.50922042982487,9,130.0
2022-03-30,2022-03-01,61.0,5847.0,33.015743505622396,3,23.52499994
2022-03-03,2022-03-01,61.0,5847.0,22.33197027384443,108,23.52499994
2022-05-19,2022-05-01,61.0,5847.0,21.510139979714385,450,23.52499994
2022-05-23,2022-05-01,61.0,5348.0,25.152433344143446,16,28.0
2022-04-21,2022-04-01,74.0,1406.0,36.67748809365534,8,44.2703702
2022-05-25,2022-05-01,74.0,4922.0,43.8515396431532,2,37.79999924
2022-03-12,2022-03-01,142.0,109.0,23.198445220677062,59,21.75
2022-04-22,2022-04-01,142.0,10.0,48.910878610864124,3,28.20000076
2022-04-24,2022-04-01,142.0,10.0,36.91585603942397,9,28.20000076
2022-05-26,2022-05-01,142.0,396.0,19.30480108689744,9,19.0
2022-05-16,2022-05-01,91.0,1508.0,16.511750936674662,70,14.30000019
2022-04-15,2022-04-01,92.0,143.0,69.46144626999265,4,131.0
2022-03-12,2022-03-01,71.0,265.0,37.23130663350819,6,41.20000076
2022-03-24,2022-03-01,71.0,4922.0,43.51120245515656,1,37.79999924
2022-03-05,2022-03-01,72.0,1288.0,25.221168432277462,7,
2022-03-16,2022-03-01,72.0,356.0,22.906067178127753,3,31.23333359
2022-03-23,2022-03-01,74.0,4565.0,23.570439181661108,38,23.0
